fighter_name,date,opponent,method,method_points,strike_bonus,round_bonus,total_points
Tony Ferguson,2015-02-28,Gleison Tibau,Submission,90,9,0,99
Tony Ferguson,2023-07-29,Bobby Green,Submission,0,0,0,0
Tony Ferguson,2020-05-09,Justin Gaethje,KO/TKO,0,0,25,25
Tony Ferguson,2021-05-15,Beneil Dariush,Decision - Unanimous,0,0,0,0
Tony Ferguson,2011-06-04,Ramsey Nijem,KO/TKO,100,9,0,109
Tony Ferguson,2015-12-11,Edson Barboza,Submission,90,20,0,110
Tony Ferguson,2015-07-15,Josh Thomson,Decision - Unanimous,80,50,0,130
Tony Ferguson,2020-12-12,Charles Oliveira,Decision - Unanimous,0,0,0,0
Tony Ferguson,2014-08-30,Danny Castillo,Decision - Split,70,0,0,70
Tony Ferguson,2023-12-16,Paddy Pimblett,Decision - Unanimous,0,0,0,0
Tony Ferguson,2022-05-07,Michael Chandler,KO/TKO,0,0,0,0
Tony Ferguson,2016-11-05,Rafael Dos Anjos,Decision - Unanimous,80,78,25,183
Tony Ferguson,2018-10-06,Anthony Pettis,KO/TKO,100,69,0,169
Tony Ferguson,2016-07-13,Lando Vannata,Submission,90,26,0,116
Tony Ferguson,2022-09-10,Nate Diaz,Submission,0,0,25,25
Tony Ferguson,2014-12-06,Abel Trujillo,Submission,90,5,0,95
Tony Ferguson,2013-10-19,Mike Rio,Submission,90,1,0,91
Tony Ferguson,2011-09-24,Aaron Riley,TKO - Doctor's Stoppage,0,20,0,20
Tony Ferguson,2011-12-03,Yves Edwards,Decision - Unanimous,80,16,0,96
Tony Ferguson,2019-06-08,Donald Cerrone,TKO - Doctor's Stoppage,0,36,0,36
Tony Ferguson,2024-08-03,Michael Chiesa,Submission,0,6,0,6
Tony Ferguson,2012-05-05,Michael Johnson,Decision - Unanimous,0,0,0,0
Tony Ferguson,2017-10-07,Kevin Lee,Submission,90,0,25,115
Tony Ferguson,2014-05-24,Katsunori Kikuno,KO/TKO,100,16,0,116
Gleison Tibau,2015-02-28,Tony Ferguson,Submission,0,0,0,0
Gleison Tibau,2007-06-12,Jeff Cox,Submission,90,3,0,93
Gleison Tibau,2013-05-18,John Cholish,Submission,90,12,0,102
Gleison Tibau,2011-03-19,Kurt Pellegrino,Decision - Split,70,0,0,70
Gleison Tibau,2012-07-07,Khabib Nurmagomedov,Decision - Unanimous,0,3,0,3
Gleison Tibau,2008-02-02,Tyson Griffin,Decision - Unanimous,0,0,0,0
Gleison Tibau,2009-02-07,Rich Clementi,Submission,90,6,0,96
Gleison Tibau,2018-01-20,Islam Makhachev,KO/TKO,0,0,0,0
Gleison Tibau,2013-12-28,Michael Johnson,KO/TKO,0,0,0,0
Gleison Tibau,2006-11-18,Nick Diaz,KO/TKO,0,0,0,0
Gleison Tibau,2014-07-16,Pat Healy,Decision - Unanimous,80,0,0,80
Gleison Tibau,2009-06-20,Melvin Guillard,Decision - Split,0,1,0,1
Gleison Tibau,2011-11-19,Rafael Dos Anjos,Decision - Split,70,31,0,101
Gleison Tibau,2009-04-01,Jeremy Stephens,Decision - Unanimous,80,0,0,80
Gleison Tibau,2007-09-08,Terry Etim,Decision - Unanimous,80,0,0,80
Gleison Tibau,2009-10-24,Josh Neer,Decision - Unanimous,80,0,0,80
Gleison Tibau,2007-03-03,Jason Dent,Decision - Unanimous,80,24,0,104
Gleison Tibau,2013-08-31,Jamie Varner,Decision - Split,70,0,0,70
Gleison Tibau,2011-05-28,Rafaello Oliveira,Submission,90,7,0,97
Gleison Tibau,2008-07-05,Joe Stevenson,Submission,0,0,0,0
Gleison Tibau,2015-11-07,Abel Trujillo,DQ,0,3,0,3
Gleison Tibau,2010-03-31,Caol Uno,KO/TKO,100,16,0,116
Gleison Tibau,2012-10-13,Francisco Trinaldo,Decision - Unanimous,80,0,0,80
Gleison Tibau,2015-01-18,Norman Parke,Decision - Split,70,0,0,70
Gleison Tibau,2014-09-13,Piotr Hallmann,Decision - Split,70,0,0,70
Gleison Tibau,2013-02-02,Evan Dunham,Decision - Split,0,0,0,0
Gleison Tibau,2018-06-01,Desmond Green,Decision - Unanimous,0,0,0,0
Gleison Tibau,2010-09-15,Jim Miller,Decision - Unanimous,0,0,0,0
Jailton Almeida,2023-01-21,Shamil Abdurakhimov,KO/TKO,100,44,0,144
Jailton Almeida,2022-02-05,Danilo Marques,KO/TKO,100,30,0,130
Jailton Almeida,2024-06-01,Alexandr Romanov,Submission,90,0,0,90
Jailton Almeida,2023-11-04,Derrick Lewis,Decision - Unanimous,80,18,25,123
Jailton Almeida,2023-05-13,Jairzinho Rozenstruik,Submission,90,4,25,119
Jailton Almeida,2022-09-10,Anton Turkalj,Submission,90,16,0,106
Jailton Almeida,2021-09-14,Nasrudin Nasrudinov,Submission,90,0,0,90
Jailton Almeida,2022-05-21,Parker Porter,Submission,90,18,0,108
Jailton Almeida,2024-03-09,Curtis Blaydes,KO/TKO,0,0,0,0
Shamil Abdurakhimov,2023-01-21,Jailton Almeida,KO/TKO,0,0,0,0
Shamil Abdurakhimov,2015-04-04,Timothy Johnson,KO/TKO,0,0,0,0
Shamil Abdurakhimov,2021-09-25,Chris Daukaus,KO/TKO,0,0,0,0
Shamil Abdurakhimov,2016-02-21,Anthony Hamilton,Decision - Unanimous,80,22,0,102
Shamil Abdurakhimov,2016-12-09,Derrick Lewis,KO/TKO,0,0,25,25
Shamil Abdurakhimov,2022-03-19,Sergei Pavlovich,KO/TKO,0,0,0,0
Shamil Abdurakhimov,2018-09-15,Andrei Arlovski,Decision - Unanimous,80,14,0,94
Shamil Abdurakhimov,2017-11-25,Chase Sherman,KO/TKO,100,1,0,101
Shamil Abdurakhimov,2016-10-01,Walt Harris,Decision - Split,70,14,0,84
Shamil Abdurakhimov,2019-04-20,Marcin Tybura,KO/TKO,100,8,0,108
Shamil Abdurakhimov,2019-09-07,Curtis Blaydes,KO/TKO,0,0,0,0
Tim Boetsch,2013-10-19,CB Dollaway,Decision - Split,70,0,0,70
Tim Boetsch,2016-01-17,Ed Herman,KO/TKO,0,0,0,0
Tim Boetsch,2012-02-25,Yushin Okami,KO/TKO,100,13,0,113
Tim Boetsch,2008-04-02,Matt Hamill,KO/TKO,0,0,0,0
Tim Boetsch,2008-02-02,David Heath,KO/TKO,100,35,0,135
Tim Boetsch,2017-02-11,Jacare Souza,Submission,0,0,0,0
Tim Boetsch,2012-07-21,Hector Lombard,Decision - Split,70,28,0,98
Tim Boetsch,2019-03-09,Omari Akhmedov,Decision - Unanimous,0,0,0,0
Tim Boetsch,2014-04-26,Luke Rockhold,Submission,0,0,0,0
Tim Boetsch,2015-06-06,Dan Henderson,KO/TKO,0,0,25,25
Tim Boetsch,2013-07-06,Mark Munoz,Decision - Unanimous,0,0,0,0
Tim Boetsch,2011-09-24,Nick Ring,Decision - Unanimous,80,17,0,97
Tim Boetsch,2014-08-16,Brad Tavares,KO/TKO,100,0,0,100
Tim Boetsch,2016-11-12,Rafael Natal,KO/TKO,100,9,0,109
Tim Boetsch,2015-01-31,Thales Leites,Submission,0,6,0,6
Tim Boetsch,2010-11-20,Phil Davis,Submission,0,0,0,0
Tim Boetsch,2012-12-29,Constantinos Philippou,KO/TKO,0,0,0,0
Tim Boetsch,2018-04-14,Antonio Carlos Junior,Submission,0,0,0,0
Tim Boetsch,2011-05-28,Kendall Grove,Decision - Unanimous,80,0,0,80
Tim Boetsch,2009-03-07,Jason Brilz,Decision - Unanimous,0,0,0,0
Tim Boetsch,2016-07-13,Josh Samman,KO/TKO,100,21,0,121
Tim Boetsch,2017-06-25,Johny Hendricks,KO/TKO,100,31,0,131
Tim Boetsch,2008-09-06,Michael Patt,KO/TKO,100,6,0,106
Tim Boetsch,2010-08-07,Todd Brown,Decision - Unanimous,80,32,0,112
CB Dollaway,2013-10-19,Tim Boetsch,Decision - Split,0,16,0,16
CB Dollaway,2009-07-11,Tom Lawlor,Submission,0,1,0,1
CB Dollaway,2014-03-23,Cezar Ferreira,KO/TKO,100,9,0,109
CB Dollaway,2010-02-20,Goran Reljic,Decision - Unanimous,80,5,0,85
CB Dollaway,2009-09-16,Jay Silva,Decision - Unanimous,80,13,0,93
CB Dollaway,2012-05-26,Jason Miller,Decision - Unanimous,80,15,0,95
CB Dollaway,2018-09-15,Khalid Murtazaliev,KO/TKO,0,0,0,0
CB Dollaway,2015-04-25,Michael Bisping,Decision - Unanimous,0,0,0,0
CB Dollaway,2008-12-27,Mike Massenzio,KO/TKO,100,6,0,106
CB Dollaway,2014-12-20,Lyoto Machida,KO/TKO,0,0,25,25
CB Dollaway,2017-07-07,Ed Herman,Decision - Unanimous,80,30,0,110
CB Dollaway,2011-08-14,Jared Hamman,KO/TKO,0,0,0,0
CB Dollaway,2018-03-03,Hector Lombard,DQ,0,0,0,0
CB Dollaway,2013-01-19,Daniel Sarafian,Decision - Split,70,24,0,94
CB Dollaway,2008-07-19,Jesse Taylor,Submission,90,0,0,90
CB Dollaway,2015-12-19,Nate Marquardt,KO/TKO,0,0,0,0
CB Dollaway,2010-09-25,Joe Doerksen,Submission,90,0,0,90
CB Dollaway,2014-05-31,Francis Carmont,Decision - Unanimous,80,15,0,95
CB Dollaway,2011-03-03,Mark Munoz,KO/TKO,0,0,0,0
CB Dollaway,2008-06-21,Amir Sadollah,Submission,0,4,0,4
Kimo Leopoldo,2003-06-06,David Abbott,Submission,90,1,0,91
Kimo Leopoldo,1994-09-09,Royce Gracie,Submission,0,4,0,4
Kimo Leopoldo,1998-03-13,Tsuyoshi Kohsaka,Decision - Unanimous,0,0,0,0
Kimo Leopoldo,2005-07-17,Ikuhisa Minowa,Submission,0,0,0,0
Kimo Leopoldo,2004-06-19,Ken Shamrock,KO/TKO,0,0,0,0
Kimo Leopoldo,1996-02-16,Ken Shamrock,Submission,0,4,0,4
Kimo Leopoldo,1996-12-07,Paul Varelans,KO/TKO,100,0,0,100
David Abbott,2003-06-06,Kimo Leopoldo,Submission,0,0,0,0
David Abbott,1998-10-16,Pedro Rizzo,KO/TKO,0,0,0,0
David Abbott,1996-12-07,Cal Worsham,KO/TKO,100,0,0,100
David Abbott,1996-12-07,Don Frye,Submission,0,7,0,7
David Abbott,2003-11-21,Wesley Correira,TKO - Doctor's Stoppage,0,0,0,0
David Abbott,1996-12-07,Steve Nelmark,KO/TKO,100,7,0,107
David Abbott,1997-10-17,Maurice Smith,Submission,0,0,0,0
David Abbott,2003-02-28,Frank Mir,Submission,0,1,0,1
David Abbott,1996-09-20,Scott Ferrozzo,Decision - Unanimous,0,0,0,0
David Abbott,1995-07-14,John Matua,KO/TKO,100,7,0,107
David Abbott,1997-12-21,Yoji Anjo,Decision - Unanimous,80,4,0,84
David Abbott,2008-02-16,Kevin Ferguson,KO/TKO,0,0,0,0
David Abbott,1995-12-16,Steve Jennum,Submission,90,1,0,91
David Abbott,1995-07-14,Oleg Taktarov,Submission,0,13,0,13
David Abbott,2006-10-07,Paul Buentello,KO/TKO,0,0,0,0
David Abbott,1995-07-14,Paul Varelans,KO/TKO,100,13,0,113
David Abbott,1996-09-20,Sam Adkins,Submission,90,8,0,98
David Abbott,1998-05-15,Hugo Duarte,KO/TKO,100,11,0,111
David Abbott,2005-08-28,Hidehiko Yoshida,Submission,0,0,0,0
David Abbott,1997-05-30,Vitor Belfort,KO/TKO,0,0,0,0
David Abbott,1995-12-16,Dan Severn,Decision - Unanimous,0,0,0,0
Rodrigo Gracie,2003-10-05,Daiju Takase,Decision - Unanimous,80,29,0,109
Rodrigo Gracie,2002-12-23,Yuki Sasaki,Decision - Unanimous,80,6,0,86
Rodrigo Gracie,2004-11-20,BJ Penn,Decision - Unanimous,0,0,0,0
Rodrigo Gracie,2004-02-15,Hayato Sakurai,Decision - Unanimous,80,14,0,94
Rodrigo Gracie,2002-02-24,Daijiro Matsui,Submission,90,14,0,104
Daiju Takase,2003-10-05,Rodrigo Gracie,Decision - Unanimous,0,0,0,0
Daiju Takase,2004-05-23,Carlos Newton,Decision - Split,70,0,0,70
Daiju Takase,1999-11-19,Kenichi Yamamoto,Decision - Unanimous,0,0,0,0
Daiju Takase,2003-06-08,Anderson Silva,Submission,90,0,0,90
Daiju Takase,2004-02-15,Chris Brennan,Decision - Unanimous,80,2,0,82
Daiju Takase,2003-12-31,Hayato Sakurai,Decision - Unanimous,0,0,0,0
Daiju Takase,2000-12-16,Fabiano Iha,KO/TKO,0,0,0,0
Daiju Takase,1998-06-24,Emmanuel Yarborough,KO/TKO,100,14,0,114
Daiju Takase,2005-04-03,Daniel Acacio,KO/TKO,0,0,0,0
Daiju Takase,1999-07-16,Jeremy Horn,KO/TKO,0,0,0,0
Tim Sylvia,2002-09-27,Wesley Correira,KO/TKO,100,112,0,212
Tim Sylvia,2008-02-02,Antonio Rodrigo Nogueira,Submission,0,25,25,50
Tim Sylvia,2004-06-19,Frank Mir,Submission,0,0,25,25
Tim Sylvia,2005-02-05,Andrei Arlovski,Submission,0,0,25,25
Tim Sylvia,2005-08-20,Tra Telligman,KO/TKO,100,18,0,118
Tim Sylvia,2007-03-03,Randy Couture,Decision - Unanimous,0,0,25,25
Tim Sylvia,2003-09-26,Gan McGee,KO/TKO,100,3,25,128
Tim Sylvia,2006-04-15,Andrei Arlovski,KO/TKO,100,2,25,127
Tim Sylvia,2006-01-16,Assuerio Silva,Decision - Unanimous,80,49,0,129
Tim Sylvia,2006-07-08,Andrei Arlovski,Decision - Unanimous,80,31,25,136
Tim Sylvia,2003-02-28,Ricco Rodriguez,KO/TKO,100,5,25,130
Tim Sylvia,2008-07-19,Fedor Emelianenko,Submission,0,0,25,25
Tim Sylvia,2006-11-18,Jeff Monson,Decision - Unanimous,80,37,25,142
Tim Sylvia,2007-10-20,Brandon Vera,Decision - Unanimous,80,10,0,90
Wesley Correira,2002-09-27,Tim Sylvia,KO/TKO,0,0,0,0
Wesley Correira,2003-11-21,David Abbott,TKO - Doctor's Stoppage,0,2,0,2
Wesley Correira,2007-02-10,Antonio Silva,KO/TKO,0,0,0,0
Wesley Correira,2003-04-25,Sean Alvarez,KO/TKO,100,16,0,116
Wesley Correira,2004-04-02,Andrei Arlovski,KO/TKO,0,0,0,0
Darren Elkins,2014-10-25,Lucas Martins,Decision - Split,70,21,0,91
Darren Elkins,2018-11-17,Ricardo Lamas,KO/TKO,0,0,0,0
Darren Elkins,2010-03-21,Duane Ludwig,KO/TKO,100,0,0,100
Darren Elkins,2020-05-16,Nate Landwehr,Decision - Unanimous,0,3,0,3
Darren Elkins,2012-11-17,Steven Siler,Decision - Unanimous,80,29,0,109
Darren Elkins,2013-08-28,Hatsu Hioki,Decision - Unanimous,80,17,0,97
Darren Elkins,2010-08-01,Charles Oliveira,Submission,0,0,0,0
Darren Elkins,2018-01-14,Michael Johnson,Submission,90,0,0,90
Darren Elkins,2016-03-05,Chas Skelly,Decision - Unanimous,80,77,0,157
Darren Elkins,2013-04-20,Chad Mendes,KO/TKO,0,0,0,0
Darren Elkins,2015-10-24,Robert Whiteford,Decision - Unanimous,80,17,0,97
Darren Elkins,2022-12-03,Jonathan Pearce,Decision - Unanimous,0,0,0,0
Darren Elkins,2012-05-26,Diego Brandao,Decision - Unanimous,80,13,0,93
Darren Elkins,2011-10-08,Zhang Tiequan,Decision - Unanimous,80,25,0,105
Darren Elkins,2014-12-20,Hacran Dias,Decision - Unanimous,0,7,0,7
Darren Elkins,2017-07-22,Dennis Bermudez,Decision - Split,70,1,0,71
Darren Elkins,2013-03-16,Antonio Carvalho,KO/TKO,100,5,0,105
Darren Elkins,2022-04-30,Tristan Connelly,Decision - Unanimous,80,9,0,89
Darren Elkins,2014-01-25,Jeremy Stephens,Decision - Unanimous,0,0,0,0
Darren Elkins,2020-11-07,Eduardo Garagorri,Submission,90,0,0,90
Darren Elkins,2018-07-14,Alexander Volkanovski,Decision - Unanimous,0,0,0,0
Darren Elkins,2017-03-04,Mirsad Bektic,KO/TKO,100,0,0,100
Darren Elkins,2023-10-14,TJ Brown,Submission,90,0,0,90
Darren Elkins,2019-07-13,Ryan Hall,Decision - Unanimous,0,0,0,0
Darren Elkins,2021-12-18,Cub Swanson,KO/TKO,0,0,0,0
Darren Elkins,2011-06-11,Michihiro Omigawa,Decision - Unanimous,80,13,0,93
Darren Elkins,2016-07-23,Godofredo Pepey,Decision - Unanimous,80,13,0,93
Darren Elkins,2021-07-24,Darrick Minner,KO/TKO,100,1,0,101
Darren Elkins,2024-10-19,Daniel Pineda,Decision - Unanimous,80,8,0,88
Lucas Martins,2014-10-25,Darren Elkins,Decision - Split,0,0,0,0
Lucas Martins,2013-05-18,Jeremy Larsen,KO/TKO,100,0,0,100
Lucas Martins,2015-05-30,Mirsad Bektic,KO/TKO,0,0,0,0
Lucas Martins,2013-09-04,Ramiro Hernandez,Submission,90,6,0,96
Lucas Martins,2013-01-19,Edson Barboza,KO/TKO,0,0,0,0
Lucas Martins,2016-04-10,Robert Whiteford,Decision - Split,70,0,0,70
Lucas Martins,2014-07-16,Alex White,KO/TKO,100,11,0,111
Sean Strickland,2021-05-01,Krzysztof Jotko,Decision - Unanimous,80,47,0,127
Sean Strickland,2020-11-14,Brendan Allen,KO/TKO,100,43,0,143
Sean Strickland,2023-07-01,Abus Magomedov,KO/TKO,100,34,25,159
Sean Strickland,2017-11-11,Court McGee,Decision - Unanimous,80,16,0,96
Sean Strickland,2017-04-08,Kamaru Usman,Decision - Unanimous,0,0,0,0
Sean Strickland,2024-06-01,Paulo Costa,Decision - Split,70,24,25,119
Sean Strickland,2014-03-15,Robert McDaniel,Submission,90,16,0,106
Sean Strickland,2023-01-14,Nassourdine Imavov,Decision - Unanimous,80,59,25,164
Sean Strickland,2021-07-31,Uriah Hall,Decision - Unanimous,80,79,25,184
Sean Strickland,2015-02-22,Santiago Ponzinibbio,Decision - Unanimous,0,0,0,0
Sean Strickland,2023-09-09,Israel Adesanya,Decision - Unanimous,80,43,25,148
Sean Strickland,2018-10-27,Nordine Taleb,KO/TKO,100,17,0,117
Sean Strickland,2018-05-12,Elizeu Zaleski dos Santos,KO/TKO,0,0,0,0
Sean Strickland,2016-02-21,Alex Garcia,KO/TKO,100,61,0,161
Sean Strickland,2015-07-15,Igor Araujo,Decision - Unanimous,80,32,0,112
Sean Strickland,2022-12-17,Jared Cannonier,Decision - Split,0,11,25,36
Sean Strickland,2022-02-05,Jack Hermansson,Decision - Split,70,16,25,111
Sean Strickland,2016-06-04,Tom Breese,Decision - Split,70,11,0,81
Sean Strickland,2014-05-31,Luke Barnatt,Decision - Split,70,4,0,74
Sean Strickland,2024-01-20,Dricus Du Plessis,Decision - Split,0,36,25,61
Sean Strickland,2020-10-31,Jack Marshman,Decision - Unanimous,80,58,0,138
Sean Strickland,2022-07-02,Alex Pereira,KO/TKO,0,0,0,0
Krzysztof Jotko,2021-05-01,Sean Strickland,Decision - Unanimous,0,0,0,0
Krzysztof Jotko,2019-04-20,Alen Amedovski,Decision - Unanimous,80,37,0,117
Krzysztof Jotko,2019-07-27,Marc-Andre Barriault,Decision - Split,70,1,0,71
Krzysztof Jotko,2021-10-02,Misha Cirkunov,Decision - Split,70,0,0,70
Krzysztof Jotko,2022-10-01,Brendan Allen,Submission,0,0,0,0
Krzysztof Jotko,2020-05-16,Eryk Anders,Decision - Unanimous,80,25,0,105
Krzysztof Jotko,2017-09-16,Uriah Hall,KO/TKO,0,18,0,18
Krzysztof Jotko,2014-10-04,Tor Troeng,Decision - Unanimous,80,59,0,139
Krzysztof Jotko,2022-04-30,Gerald Meerschaert,Decision - Unanimous,80,28,0,108
Krzysztof Jotko,2016-06-18,Tamdan McCrory,KO/TKO,100,2,0,102
Krzysztof Jotko,2013-12-06,Bruno Santos,Decision - Unanimous,80,5,0,85
Krzysztof Jotko,2014-05-31,Magnus Cedenblad,Submission,0,0,0,0
Krzysztof Jotko,2015-10-24,Scott Askham,Decision - Split,70,16,0,86
Krzysztof Jotko,2016-11-19,Thales Leites,Decision - Unanimous,80,38,0,118
Krzysztof Jotko,2017-05-13,David Branch,Decision - Split,0,0,0,0
Krzysztof Jotko,2016-02-27,Brad Scott,Decision - Unanimous,80,14,0,94
Krzysztof Jotko,2018-04-14,Brad Tavares,KO/TKO,0,0,0,0
Royce Gracie,1993-11-12,Ken Shamrock,Submission,90,0,0,90
Royce Gracie,1994-03-11,Minoki Ichihara,Submission,90,0,0,90
Royce Gracie,1994-09-09,Kimo Leopoldo,Submission,90,0,0,90
Royce Gracie,1994-12-16,Dan Severn,Submission,90,0,0,90
Royce Gracie,2006-05-27,Matt Hughes,KO/TKO,0,0,0,0
Royce Gracie,1993-11-12,Art Jimmerson,Submission,90,0,0,90
Royce Gracie,2000-01-30,Nobuhiko Takada,Decision - Unanimous,80,0,0,80
Royce Gracie,2000-05-01,Kazushi Sakuraba,KO/TKO,0,0,0,0
Royce Gracie,1994-03-11,Remco Pardoel,Submission,90,0,0,90
Royce Gracie,1994-12-16,Keith Hackney,Submission,90,7,0,97
Royce Gracie,1993-11-12,Gerard Gordeau,Submission,90,1,0,91
Royce Gracie,1994-03-11,Jason DeLucia,Submission,90,0,0,90
Royce Gracie,2007-06-02,Kazushi Sakuraba,Decision - Unanimous,80,9,0,89
Royce Gracie,1994-12-16,Ron van Clief,Submission,90,7,0,97
Royce Gracie,1994-03-11,Patrick Smith,KO/TKO,100,3,0,103
Ken Shamrock,1993-11-12,Royce Gracie,Submission,0,0,0,0
Ken Shamrock,1996-12-07,Brian Johnston,Submission,90,21,0,111
Ken Shamrock,2006-07-08,Tito Ortiz,KO/TKO,0,0,0,0
Ken Shamrock,1995-07-14,Dan Severn,Submission,90,0,0,90
Ken Shamrock,2000-05-01,Alexander Otsuka,KO/TKO,100,32,0,132
Ken Shamrock,2005-04-09,Rich Franklin,KO/TKO,0,0,0,0
Ken Shamrock,2002-11-22,Tito Ortiz,KO/TKO,0,0,25,25
Ken Shamrock,2005-10-23,Kazushi Sakuraba,KO/TKO,0,0,0,0
Ken Shamrock,1996-05-17,Dan Severn,Decision - Split,0,2,0,2
Ken Shamrock,2004-06-19,Kimo Leopoldo,KO/TKO,100,8,0,108
Ken Shamrock,2002-02-24,Don Frye,Decision - Split,0,0,0,0
Ken Shamrock,1994-09-09,Christophe Leninger,KO/TKO,100,7,0,107
Ken Shamrock,1994-09-09,Felix Lee Mitchell,Submission,90,1,0,91
Ken Shamrock,1993-11-12,Patrick Smith,Submission,90,0,0,90
Ken Shamrock,2006-10-10,Tito Ortiz,KO/TKO,0,0,0,0
Ken Shamrock,2000-08-27,Kazuyuki Fujita,KO/TKO,0,14,0,14
Ken Shamrock,1996-02-16,Kimo Leopoldo,Submission,90,0,0,90
Jeff Cox,2007-06-12,Gleison Tibau,Submission,0,0,0,0
Jeff Cox,2008-04-02,Manvel Gamburyan,Submission,0,0,0,0
Elves Brener,2023-11-04,Kaynan Kruschewsky,KO/TKO,100,8,0,108
Elves Brener,2024-08-03,Joel Alvarez,KO/TKO,0,0,0,0
Elves Brener,2024-05-04,Myktybek Orolbai,Decision - Unanimous,0,0,0,0
Elves Brener,2023-07-01,Guram Kutateladze,KO/TKO,100,0,0,100
Elves Brener,2023-02-11,Zubaira Tukhugov,Decision - Split,70,0,0,70
Kaynan Kruschewsky,2023-11-04,Elves Brener,KO/TKO,0,0,0,0
Kaynan Kruschewsky,2024-07-20,Kurt Holobaugh,Decision - Unanimous,0,0,0,0
Kaynan Kruschewsky,2023-09-19,Dylan Mantello,Submission,90,10,0,100
Joachim Hansen,2005-07-17,Masakazu Imanari,KO/TKO,100,3,0,103
Joachim Hansen,2006-12-31,Shinya Aoki,Submission,0,0,0,0
Joachim Hansen,2005-09-25,Hayato Sakurai,Decision - Unanimous,0,0,0,0
Joachim Hansen,2005-09-25,Yves Edwards,Decision - Split,70,0,0,70
Joachim Hansen,2010-03-22,Bibiano Fernandes,Decision - Split,0,9,0,9
Joachim Hansen,2010-05-29,Hiroyuki Takaya,KO/TKO,0,1,0,1
Joachim Hansen,2011-09-24,Tatsuya Kawajiri,Submission,0,0,0,0
Joachim Hansen,2008-03-15,Kotetsu Boku,Decision - Unanimous,80,5,0,85
Joachim Hansen,2007-02-24,Jason Ireland,Submission,90,11,0,101
Joachim Hansen,2008-07-21,Shinya Aoki,KO/TKO,100,11,0,111
Joachim Hansen,2006-04-02,Luiz Azeredo,KO/TKO,100,0,0,100
Joachim Hansen,2011-05-29,Mitsuhiro Ishida,Decision - Split,70,0,0,70
Joachim Hansen,2008-05-11,Eddie Alvarez,Decision - Unanimous,0,0,0,0
Joachim Hansen,2009-10-06,Shinya Aoki,Submission,0,10,0,10
Joachim Hansen,2008-07-21,Kultar Gill,Submission,90,0,0,90
Joachim Hansen,2010-09-25,Hideo Tokoro,Submission,90,9,0,99
Masakazu Imanari,2005-07-17,Joachim Hansen,KO/TKO,0,0,0,0
Masakazu Imanari,2011-05-29,Kenji Osawa,Submission,90,0,0,90
Masakazu Imanari,2011-07-16,Hideo Tokoro,Decision - Unanimous,0,0,0,0
Masakazu Imanari,2009-03-08,Atsushi Yamamoto,Decision - Split,70,0,0,70
Masakazu Imanari,2004-10-14,Luiz Firmino,Decision - Unanimous,0,0,0,0
Masakazu Imanari,2009-05-26,Bibiano Fernandes,Decision - Unanimous,0,0,0,0
Masakazu Imanari,2011-12-31,Antonio Banuelos,Decision - Split,0,0,0,0
Masakazu Imanari,2011-09-24,Abel Cullum,Submission,90,0,0,90
Jacare Souza,2014-02-15,Francis Carmont,Decision - Unanimous,80,0,0,80
Jacare Souza,2015-12-12,Yoel Romero,Decision - Split,0,0,0,0
Jacare Souza,2015-04-18,Chris Camozzi,Submission,90,0,0,90
Jacare Souza,2019-04-27,Jack Hermansson,Decision - Unanimous,0,0,25,25
Jacare Souza,2018-05-12,Kelvin Gastelum,Decision - Split,0,11,0,11
Jacare Souza,2017-02-11,Tim Boetsch,Submission,90,1,0,91
Jacare Souza,2009-12-19,Matt Lindland,Submission,90,9,0,99
Jacare Souza,2021-05-15,Andre Muniz,Submission,0,4,0,4
Jacare Souza,2019-11-16,Jan Blachowicz,Decision - Split,0,0,25,25
Jacare Souza,2018-11-03,Chris Weidman,KO/TKO,100,6,0,106
Jacare Souza,2008-04-29,Ian Murphy,Submission,90,7,0,97
Jacare Souza,2013-05-18,Chris Camozzi,Submission,90,4,0,94
Jacare Souza,2010-05-15,Joey Villasenor,Decision - Unanimous,80,32,0,112
Jacare Souza,2013-09-04,Yushin Okami,KO/TKO,100,27,0,127
Jacare Souza,2013-01-12,Ed Herman,Submission,90,4,0,94
Jacare Souza,2014-09-05,Gegard Mousasi,Submission,90,6,25,121
Jacare Souza,2016-05-14,Vitor Belfort,KO/TKO,100,35,0,135
Jacare Souza,2010-08-21,Tim Kennedy,Decision - Unanimous,80,0,25,105
Jacare Souza,2011-01-29,Robbie Lawler,Submission,90,0,25,115
Jacare Souza,2011-09-10,Luke Rockhold,Decision - Unanimous,0,0,25,25
Jacare Souza,2012-03-03,Bristol Marunde,Submission,90,27,0,117
Jacare Souza,2020-12-12,Kevin Holland,KO/TKO,0,0,0,0
Jacare Souza,2008-09-23,Gegard Mousasi,KO/TKO,0,0,0,0
Jacare Souza,2018-01-27,Derek Brunson,KO/TKO,100,1,25,126
Jacare Souza,2008-06-15,Jason Miller,Decision - Unanimous,80,0,0,80
Jacare Souza,2008-09-23,Zelg Galesic,Submission,90,3,0,93
Jacare Souza,2017-04-15,Robert Whittaker,KO/TKO,0,0,0,0
Jacare Souza,2012-08-18,Derek Brunson,KO/TKO,100,5,0,105
Francis Carmont,2014-02-15,Jacare Souza,Decision - Unanimous,0,3,0,3
Francis Carmont,2011-10-29,Chris Camozzi,Decision - Unanimous,80,29,0,109
Francis Carmont,2013-09-21,Constantinos Philippou,Decision - Unanimous,80,22,0,102
