fighter_name,date,opponent,method,method_points,strike_bonus,round_bonus,total_points
Steve Cantwell,2008-03-26,Tim McKenzie,Submission,90,11,0,101
Steve Cantwell,2011-10-08,Mike Massenzio,Decision - Unanimous,0,0,0,0
Steve Cantwell,2009-04-18,Luiz Cane,Decision - Unanimous,0,0,0,0
Steve Cantwell,2007-08-05,Justin McElfresh,KO/TKO,100,12,0,112
Leandro Issa,2014-12-20,Yuta Sasaki,Submission,90,17,0,107
Leandro Issa,2014-01-04,Russell Doane,Submission,0,0,0,0
Leandro Issa,2016-09-03,Taylor Lapilus,Decision - Unanimous,0,0,0,0
Leandro Issa,2014-07-06,Jumabieke Tuerxun,Submission,90,11,0,101
Leandro Issa,2015-08-01,Iuri Alcantara,Decision - Unanimous,0,0,0,0
Sarah Alpar,2019-08-13,Shanna Young,Submission,90,5,0,95
Sarah Alpar,2020-09-19,Jessica-Rose Clark,KO/TKO,0,0,0,0
Sarah Alpar,2021-09-18,Erin Blanchfield,Decision - Unanimous,0,0,0,0
Shanna Young,2019-08-13,Sarah Alpar,Submission,0,0,0,0
Shanna Young,2020-02-15,Macy Chiasson,Decision - Unanimous,0,0,0,0
Shanna Young,2021-10-02,Stephanie Egger,KO/TKO,0,0,0,0
Shanna Young,2022-04-30,Gina Mazany,KO/TKO,100,1,0,101
Shanna Young,2022-11-05,Miranda Maverick,Decision - Unanimous,0,0,0,0
Sara McMann,2013-04-27,Sheila Gaff,KO/TKO,100,1,0,101
Sara McMann,2015-08-08,Amanda Nunes,Submission,0,0,0,0
Sara McMann,2022-03-26,Karol Rosa,Decision - Unanimous,80,0,0,80
Sara McMann,2011-08-27,Raquel Pa'aluhi,Submission,90,22,0,112
Sara McMann,2016-12-03,Alexis Davis,Submission,90,0,0,90
Sara McMann,2017-02-19,Gina Mazany,Submission,90,7,0,97
Sara McMann,2016-05-29,Jessica Eye,Decision - Unanimous,80,12,0,92
Sara McMann,2017-09-09,Ketlen Vieira,Submission,0,12,0,12
Sara McMann,2012-07-28,Shayna Baszler,Decision - Unanimous,80,4,0,84
Sara McMann,2021-01-23,Julianna Pena,Submission,0,0,0,0
Sara McMann,2015-01-31,Miesha Tate,Decision - Majority,0,11,0,11
Sara McMann,2020-01-25,Lina Lansberg,Decision - Unanimous,80,37,0,117
Sara McMann,2012-01-21,Hitomi Akano,Decision - Unanimous,80,21,0,101
Sara McMann,2014-02-22,Ronda Rousey,KO/TKO,0,0,25,25
Sara McMann,2018-02-24,Marion Reneau,Submission,0,0,0,0
Sara McMann,2011-07-29,Tonya Evinger,Decision - Unanimous,80,10,0,90
Sara McMann,2014-08-16,Lauren Murphy,Decision - Split,70,0,0,70
Sheila Gaff,2013-04-27,Sara McMann,KO/TKO,0,0,0,0
Sheila Gaff,2013-08-03,Amanda Nunes,KO/TKO,0,0,0,0
Saidyokub Kakhramonov,2022-07-09,Ronnie Lawrence,Decision - Unanimous,80,17,0,97
Saidyokub Kakhramonov,2022-12-17,Said Nurmagomedov,Submission,0,4,0,4
Saidyokub Kakhramonov,2021-08-21,Trevin Jones,Submission,90,24,0,114
Ronnie Lawrence,2022-07-09,Saidyokub Kakhramonov,Decision - Unanimous,0,0,0,0
Ronnie Lawrence,2020-09-01,Jose Johnson,Decision - Unanimous,80,13,0,93
Ronnie Lawrence,2022-02-12,Mana Martinez,Decision - Unanimous,80,7,0,87
Ronnie Lawrence,2021-02-27,Vince Cachero,KO/TKO,100,62,0,162
Josh Thomson,2010-06-26,Pat Healy,Submission,90,1,0,91
Josh Thomson,2004-01-31,Hermes Franca,Decision - Majority,75,18,0,93
Josh Thomson,2012-03-03,KJ Noons,Decision - Unanimous,80,12,0,92
Josh Thomson,2004-08-21,Yves Edwards,KO/TKO,0,0,0,0
Josh Thomson,2008-06-27,Gilbert Melendez,Decision - Unanimous,80,56,25,161
Josh Thomson,2007-09-29,Adam Lynn,KO/TKO,100,26,0,126
Josh Thomson,2015-07-15,Tony Ferguson,Decision - Unanimous,0,0,0,0
Josh Thomson,2005-07-17,Daisuke Sugie,Submission,90,1,0,91
Josh Thomson,2006-03-10,Clay Guida,Decision - Unanimous,0,0,25,25
Josh Thomson,2010-10-09,Gesias Cavalcante,Decision - Unanimous,80,2,0,82
Josh Thomson,2002-11-23,Rob McCullough,Decision - Unanimous,80,56,0,136
Josh Thomson,2014-01-25,Benson Henderson,Decision - Split,0,0,25,25
Josh Thomson,2007-06-22,Nick Gonzalez,Submission,90,3,0,93
Josh Thomson,2006-06-09,Harris Sarmiento,Submission,90,22,0,112
Josh Thomson,2013-04-20,Nate Diaz,KO/TKO,100,15,0,115
Josh Thomson,2010-12-31,Tatsuya Kawajiri,Decision - Unanimous,0,0,0,0
Josh Thomson,2012-05-19,Gilbert Melendez,Decision - Split,0,0,25,25
Josh Thomson,2003-09-26,Gerald Strebendt,KO/TKO,100,11,0,111
Josh Thomson,2009-12-19,Gilbert Melendez,Decision - Unanimous,0,0,25,25
Josh Thomson,2014-07-26,Bobby Green,Decision - Split,0,0,0,0
Josh Thomson,2006-12-08,Nam Phan,Decision - Unanimous,80,66,0,146
Josh Thomson,2008-09-20,Ashe Bowman,KO/TKO,100,3,0,103
Josh Thomson,2006-10-07,Duane Ludwig,Submission,90,19,0,109
Pat Healy,2010-06-26,Josh Thomson,Submission,0,0,0,0
Pat Healy,2014-04-19,Jorge Masvidal,Decision - Unanimous,0,0,0,0
Pat Healy,2013-12-14,Bobby Green,Decision - Unanimous,0,0,0,0
Pat Healy,2010-05-21,Bryan Travers,Decision - Unanimous,80,24,0,104
Pat Healy,2011-08-12,Eric Wisely,Decision - Unanimous,80,9,0,89
Pat Healy,2006-03-17,Tiki Ghosn,TKO - Doctor's Stoppage,0,0,0,0
Pat Healy,2005-05-19,Chris Lytle,Decision - Split,0,0,0,0
Pat Healy,2013-09-21,Khabib Nurmagomedov,Decision - Unanimous,0,0,0,0
Pat Healy,2014-07-16,Gleison Tibau,Decision - Unanimous,0,10,0,10
Pat Healy,2012-03-03,Caros Fodor,Submission,90,3,0,93
Pat Healy,2011-09-10,Maximo Blanco,Submission,90,0,0,90
Pat Healy,2011-02-18,Lyle Beerbohm,Decision - Unanimous,80,27,0,107
Pat Healy,2012-07-14,Mizuto Hirota,Decision - Unanimous,80,4,0,84
Pat Healy,2006-08-17,Anthony Torres,Submission,0,2,0,2
Pat Healy,2013-01-12,Kurt Holobaugh,Decision - Unanimous,80,0,0,80
Paul Buentello,2005-06-04,Kevin Jordan,Submission,90,2,0,92
Paul Buentello,2010-03-21,Cheick Kongo,KO/TKO,0,0,0,0
Paul Buentello,2009-01-24,Kiril Sidelnikov,TKO - Doctor's Stoppage,0,23,0,23
Paul Buentello,2005-02-05,Justin Eilers,KO/TKO,100,15,0,115
Paul Buentello,2007-06-22,Carter Williams,KO/TKO,100,4,0,104
Paul Buentello,2006-02-04,Gilbert Aldana,KO/TKO,100,21,0,121
Paul Buentello,2009-12-12,Stefan Struve,Decision - Majority,0,0,0,0
Paul Buentello,2007-11-16,Alistair Overeem,KO/TKO,0,0,25,25
Paul Buentello,2006-10-07,David Abbott,KO/TKO,100,5,0,105
Paul Buentello,2006-12-08,Ruben Villareal,KO/TKO,100,0,0,100
Paul Buentello,2005-10-07,Andrei Arlovski,KO/TKO,0,0,25,25
Kevin Jordan,2005-06-04,Paul Buentello,Submission,0,0,0,0
Kevin Jordan,2009-09-25,Ray Sefo,Submission,0,9,0,9
Kevin Jordan,2005-11-19,Gabriel Gonzaga,KO/TKO,0,0,0,0
Ricardo Almeida,2001-09-28,Eugene Jackson,Submission,90,3,0,93
Ricardo Almeida,2001-05-04,Matt Lindland,DQ,0,0,0,0
Ricardo Almeida,2009-08-08,Kendall Grove,Decision - Unanimous,80,13,0,93
Ricardo Almeida,2011-03-19,Mike Pyle,Decision - Unanimous,0,12,0,12
Ricardo Almeida,2008-02-02,Rob Yundt,Submission,90,2,0,92
Ricardo Almeida,2008-07-05,Patrick Cote,Decision - Split,0,2,0,2
Ricardo Almeida,2000-12-09,Akira Shoji,Decision - Unanimous,80,14,0,94
Ricardo Almeida,2009-04-01,Matt Horwich,Decision - Unanimous,80,16,0,96
Ricardo Almeida,2010-12-11,TJ Grant,Decision - Unanimous,80,42,0,122
Ricardo Almeida,2004-05-23,Ryo Chonan,Decision - Unanimous,80,6,0,86
Ricardo Almeida,2002-01-11,Andrei Semenov,KO/TKO,0,7,0,7
Ricardo Almeida,2010-08-07,Matt Hughes,Submission,0,8,0,8
Ricardo Almeida,2010-03-27,Matt Brown,Submission,90,9,0,99
Eugene Jackson,2001-09-28,Ricardo Almeida,Submission,0,0,0,0
Eugene Jackson,2006-12-08,Ronald Jhun,Submission,90,9,25,124
Eugene Jackson,2000-04-14,Sanae Kikuta,Submission,0,0,0,0
Eugene Jackson,2007-09-29,Joe Riggs,KO/TKO,0,0,0,0
Eugene Jackson,2006-03-10,Jorge Ortiz,Decision - Unanimous,80,0,0,80
Eugene Jackson,2006-06-09,Mike Seal,KO/TKO,100,0,0,100
Eugene Jackson,1999-07-16,Royce Alger,KO/TKO,100,10,0,110
Eugene Jackson,2000-09-22,Jeremy Horn,Submission,0,0,0,0
Eugene Jackson,2002-07-13,Mark Weir,KO/TKO,0,0,0,0
Eugene Jackson,1999-11-19,Keiichiro Yamamiya,KO/TKO,100,8,0,108
Eugene Jackson,2002-01-11,Keith Rockel,Submission,90,0,0,90
Trevor Prangley,2007-11-16,Falaniko Vitale,Other,0,17,0,17
Trevor Prangley,2006-04-06,Chael Sonnen,Decision - Unanimous,0,0,0,0
Trevor Prangley,2005-08-20,Travis Lutter,Decision - Unanimous,80,45,0,125
Trevor Prangley,2010-06-16,Tim Kennedy,Submission,0,0,0,0
Trevor Prangley,2011-01-29,Roger Gracie,Submission,0,0,0,0
Trevor Prangley,2011-07-16,Tatsuya Mizuno,KO/TKO,0,0,0,0
Trevor Prangley,2008-09-20,Anthony Ruiz,Decision - Unanimous,80,28,0,108
Trevor Prangley,2005-11-19,Jeremy Horn,Decision - Unanimous,0,0,0,0
Trevor Prangley,2004-06-19,Curtis Stout,Submission,90,7,0,97
Trevor Prangley,2006-10-07,Anthony Ruiz,Submission,90,0,0,90
Trevor Prangley,2007-11-16,Jorge Santiago,KO/TKO,0,0,0,0
Falaniko Vitale,2007-11-16,Trevor Prangley,Other,0,0,0,0
Falaniko Vitale,2003-11-21,Matt Lindland,KO/TKO,0,0,0,0
Falaniko Vitale,2007-09-29,Ron Fields,KO/TKO,100,7,0,107
Falaniko Vitale,2003-06-06,Matt Lindland,KO/TKO,100,0,0,100
Falaniko Vitale,2008-10-03,Frank Trigg,Decision - Unanimous,0,0,0,0
Dan Christison,2006-04-06,Brad Imes,Submission,90,15,0,105
Dan Christison,2006-07-08,Frank Mir,Decision - Unanimous,0,0,0,0
Brad Imes,2006-04-06,Dan Christison,Submission,0,0,0,0
Brad Imes,2005-11-05,Rashad Evans,Decision - Split,0,0,0,0
Brad Imes,2007-04-07,Heath Herring,Decision - Unanimous,0,0,0,0
Raquel Pennington,2024-01-20,Mayra Bueno Silva,Decision - Unanimous,80,65,25,170
Raquel Pennington,2016-11-12,Miesha Tate,Decision - Unanimous,80,22,0,102
Raquel Pennington,2014-03-15,Jessica Andrade,Decision - Split,0,16,0,16
Raquel Pennington,2020-06-20,Marion Reneau,Decision - Unanimous,80,61,0,141
Raquel Pennington,2022-04-09,Aspen Ladd,Decision - Unanimous,80,49,0,129
Raquel Pennington,2021-12-18,Macy Chiasson,Submission,90,19,0,109
Raquel Pennington,2014-12-06,Ashlee Evans-Smith,Submission,90,0,0,90
Raquel Pennington,2016-08-20,Elizabeth Phillips,Decision - Unanimous,80,18,0,98
Raquel Pennington,2023-01-14,Ketlen Vieira,Decision - Split,70,17,0,87
Raquel Pennington,2016-04-16,Bethe Correia,Decision - Split,70,9,0,79
Raquel Pennington,2020-01-18,Holly Holm,Decision - Unanimous,0,8,0,8
Raquel Pennington,2018-05-12,Amanda Nunes,KO/TKO,0,0,25,25
Raquel Pennington,2015-02-28,Holly Holm,Decision - Split,0,0,0,0
Raquel Pennington,2021-09-18,Pannie Kianzad,Decision - Unanimous,80,0,0,80
Raquel Pennington,2013-11-30,Roxanne Modafferi,Decision - Unanimous,80,38,0,118
Raquel Pennington,2024-10-05,Julianna Pena,Decision - Split,0,0,25,25
Raquel Pennington,2015-09-05,Jessica Andrade,Submission,90,0,0,90
Raquel Pennington,2018-11-10,Germaine de Randamie,Decision - Unanimous,0,0,0,0
Raquel Pennington,2019-07-20,Irene Aldana,Decision - Split,70,0,0,70
Mayra Bueno Silva,2024-01-20,Raquel Pennington,Decision - Unanimous,0,0,25,25
Mayra Bueno Silva,2023-02-18,Lina Lansberg,Submission,90,14,0,104
Mayra Bueno Silva,2018-08-10,Mayana Kellem,Submission,90,1,0,91
Mayra Bueno Silva,2021-10-16,Manon Fiorot,Decision - Unanimous,0,0,0,0
Mayra Bueno Silva,2024-06-29,Macy Chiasson,TKO - Doctor's Stoppage,0,0,0,0
Mayra Bueno Silva,2022-08-06,Stephanie Egger,Submission,90,0,0,90
Mayra Bueno Silva,2020-09-19,Mara Romero Borella,Submission,90,0,0,90
Mayra Bueno Silva,2022-04-16,Wu Yanan,Decision - Unanimous,80,25,0,105
Mayra Bueno Silva,2020-03-14,Maryna Moroz,Decision - Unanimous,0,0,0,0
Mayra Bueno Silva,2018-09-22,Gillian Robertson,Submission,90,0,0,90
Amanda Ribas,2024-03-23,Rose Namajunas,Decision - Unanimous,0,0,25,25
Amanda Ribas,2022-05-14,Katlyn Cerminara,Decision - Split,0,0,0,0
Amanda Ribas,2020-03-14,Randa Markos,Decision - Unanimous,80,49,0,129
Amanda Ribas,2019-06-29,Emily Whitmire,Submission,90,14,0,104
Amanda Ribas,2021-10-30,Virna Jandiroba,Decision - Unanimous,80,38,0,118
Amanda Ribas,2021-01-23,Marina Rodriguez,KO/TKO,0,0,0,0
Amanda Ribas,2023-11-18,Luana Pinheiro,KO/TKO,100,32,0,132
Amanda Ribas,2020-07-11,Paige VanZant,Submission,90,3,0,93
Amanda Ribas,2019-10-12,Mackenzie Dern,Decision - Unanimous,80,54,0,134
Amanda Ribas,2023-06-24,Maycee Barber,KO/TKO,0,0,0,0
Amanda Ribas,2023-03-04,Viviane Araujo,Decision - Unanimous,80,52,0,132
Alessio Sakara,2009-08-08,Thales Leites,Decision - Split,70,2,0,72
Alessio Sakara,2007-04-21,Victor Valimaki,KO/TKO,100,6,0,106
Alessio Sakara,2006-11-18,Drew McFedries,KO/TKO,0,2,0,2
Alessio Sakara,2012-04-14,Brian Stann,KO/TKO,0,0,0,0
Alessio Sakara,2008-09-17,Joe Vedepo,KO/TKO,100,0,0,100
Alessio Sakara,2007-09-08,Houston Alexander,KO/TKO,0,0,0,0
Alessio Sakara,2012-11-17,Patrick Cote,DQ,0,10,0,10
Alessio Sakara,2008-03-01,Chris Leben,KO/TKO,0,0,0,0
Alessio Sakara,2011-03-03,Chris Weidman,Decision - Unanimous,0,0,0,0
Alessio Sakara,2006-05-27,Dean Lister,Submission,0,0,0,0
Alessio Sakara,2013-10-26,Nicholas Musoke,Submission,0,8,0,8
Alessio Sakara,2010-03-21,James Irvin,KO/TKO,100,7,0,107
Alessio Sakara,2006-02-04,Elvis Sinosic,Decision - Unanimous,80,57,0,137
Alessio Sakara,2008-01-19,James Lee,KO/TKO,100,8,0,108
Thales Leites,2009-08-08,Alessio Sakara,Decision - Split,0,0,0,0
Thales Leites,2006-11-11,Martin Kampmann,Decision - Unanimous,0,0,0,0
Thales Leites,2013-11-16,Ed Herman,Decision - Unanimous,80,6,0,86
Thales Leites,2018-09-22,Hector Lombard,Decision - Unanimous,80,8,0,88
Thales Leites,2016-02-27,Gegard Mousasi,Decision - Unanimous,0,0,0,0
Thales Leites,2013-08-03,Tom Watson,Decision - Unanimous,80,18,0,98
Thales Leites,2014-04-11,Trevor Smith,KO/TKO,100,2,0,102
Thales Leites,2016-08-06,Chris Camozzi,Submission,90,28,0,118
Thales Leites,2015-01-31,Tim Boetsch,Submission,90,0,0,90
Thales Leites,2014-08-23,Francis Carmont,KO/TKO,100,0,0,100
Thales Leites,2009-04-18,Anderson Silva,Decision - Unanimous,0,0,25,25
Thales Leites,2007-04-07,Pete Sell,Decision - Unanimous,80,53,0,133
Thales Leites,2007-08-25,Ryan Jensen,Submission,90,0,0,90
Thales Leites,2008-10-25,Drew McFedries,Submission,90,0,0,90
Thales Leites,2016-11-19,Krzysztof Jotko,Decision - Unanimous,0,0,0,0
Thales Leites,2015-07-18,Michael Bisping,Decision - Split,0,0,25,25
Thales Leites,2017-04-22,Sam Alvey,Decision - Unanimous,80,11,0,91
Thales Leites,2017-10-07,Brad Tavares,Decision - Unanimous,0,0,0,0
Thales Leites,2007-06-23,Floyd Sword,Submission,90,3,0,93
Thales Leites,2008-06-07,Nate Marquardt,Decision - Split,70,0,0,70
Thales Leites,2018-05-12,Jack Hermansson,KO/TKO,0,0,0,0
Ben Rothwell,2008-12-11,Chris Guillen,KO/TKO,100,4,0,104
Ben Rothwell,2019-07-20,Andrei Arlovski,Decision - Unanimous,0,0,0,0
Ben Rothwell,2006-09-23,Bryan Vetell,KO/TKO,100,0,0,100
Ben Rothwell,2010-06-12,Gilbert Yvel,Decision - Unanimous,80,11,0,91
Ben Rothwell,2011-09-24,Mark Hunt,Decision - Unanimous,0,0,0,0
Ben Rothwell,2019-12-07,Stefan Struve,KO/TKO,100,5,0,105
Ben Rothwell,2009-10-24,Cain Velasquez,KO/TKO,0,0,0,0
Ben Rothwell,2007-04-07,Roy Nelson,Decision - Split,70,21,0,91
Ben Rothwell,2016-01-30,Josh Barnett,Submission,90,0,0,90
Ben Rothwell,2016-04-10,Junior Dos Santos,Decision - Unanimous,0,0,25,25
Ben Rothwell,2013-08-31,Brandon Vera,KO/TKO,100,15,0,115
Ben Rothwell,2019-03-09,Blagoy Ivanov,Decision - Unanimous,0,0,0,0
Ben Rothwell,2006-12-29,Devin Cole,KO/TKO,100,6,0,106
Ben Rothwell,2012-04-21,Brendan Schaub,KO/TKO,100,0,0,100
Ben Rothwell,2007-08-02,Krzysztof Soszynski,KO/TKO,100,4,0,104
Ben Rothwell,2020-05-13,Ovince Saint Preux,Decision - Split,70,14,0,84
Ben Rothwell,2021-05-22,Chris Barnett,Submission,90,27,0,117
Ben Rothwell,2013-01-19,Gabriel Gonzaga,Submission,0,0,0,0
Ben Rothwell,2007-09-20,Ricco Rodriguez,Decision - Unanimous,80,0,0,80
Ben Rothwell,2020-10-10,Marcin Tybura,Decision - Unanimous,0,0,0,0
Ben Rothwell,2014-09-05,Alistair Overeem,KO/TKO,100,0,0,100
Ben Rothwell,2021-11-13,Marcos Rogerio de Lima,KO/TKO,0,0,0,0
Ben Rothwell,2008-07-19,Andrei Arlovski,KO/TKO,0,0,0,0
Ben Rothwell,2006-04-29,Krzysztof Soszynski,KO/TKO,100,9,0,109
Ben Rothwell,2015-06-06,Matt Mitrione,Submission,90,0,0,90
Chris Guillen,2008-12-11,Ben Rothwell,KO/TKO,0,0,0,0
Jorge de Oliveira,2014-11-08,Dhiego Lima,Decision - Unanimous,0,0,0,0
Jorge de Oliveira,2015-03-21,Christos Giagos,Submission,0,0,0,0
Jon Jones,2020-02-08,Dominick Reyes,Decision - Unanimous,80,0,25,105
Jon Jones,2014-04-26,Glover Teixeira,Decision - Unanimous,80,85,25,190
Jon Jones,2011-03-19,Mauricio Rua,KO/TKO,100,66,25,191
Jon Jones,2018-12-29,Alexander Gustafsson,KO/TKO,100,37,25,162
Jon Jones,2008-08-09,Andre Gusmao,Decision - Unanimous,80,8,0,88
Jon Jones,2024-11-16,Stipe Miocic,KO/TKO,100,59,25,184
Jon Jones,2009-01-31,Stephan Bonnar,Decision - Unanimous,80,8,0,88
Jon Jones,2012-04-21,Rashad Evans,Decision - Unanimous,80,60,25,165
Jon Jones,2019-07-06,Thiago Santos,Decision - Split,70,16,25,111
Jon Jones,2012-09-22,Vitor Belfort,Submission,90,49,25,164
Jon Jones,2011-12-10,Lyoto Machida,Submission,90,11,25,126
Jon Jones,2013-04-27,Chael Sonnen,KO/TKO,100,14,25,139
Jon Jones,2010-08-01,Vladimir Matyushenko,KO/TKO,100,15,0,115
Jon Jones,2009-07-11,Jake O'Brien,Submission,90,14,0,104
Jon Jones,2011-02-05,Ryan Bader,Submission,90,15,0,105
Jon Jones,2023-03-04,Ciryl Gane,Submission,90,0,25,115
Jon Jones,2019-03-02,Anthony Smith,Decision - Unanimous,80,89,25,194
Jon Jones,2015-01-03,Daniel Cormier,Decision - Unanimous,80,34,25,139
Jon Jones,2010-03-21,Brandon Vera,KO/TKO,100,6,0,106
Jon Jones,2009-12-05,Matt Hamill,DQ,0,39,0,39
Jon Jones,2011-09-24,Quinton Jackson,Submission,90,45,25,160
Jon Jones,2013-09-21,Alexander Gustafsson,Decision - Unanimous,80,24,25,129
Jon Jones,2016-04-23,Ovince Saint Preux,Decision - Unanimous,80,48,25,153
Dominick Reyes,2020-02-08,Jon Jones,Decision - Unanimous,0,12,25,37
Dominick Reyes,2017-06-25,Joachim Christensen,KO/TKO,100,12,0,112
Dominick Reyes,2017-12-02,Jeremy Kimball,Submission,90,12,0,102
Dominick Reyes,2024-12-07,Anthony Smith,KO/TKO,100,100,0,200
Dominick Reyes,2019-03-16,Volkan Oezdemir,Decision - Split,70,9,0,79
Dominick Reyes,2022-11-12,Ryan Spann,KO/TKO,0,0,0,0
Dominick Reyes,2020-09-26,Jan Blachowicz,KO/TKO,0,0,25,25
Dominick Reyes,2018-10-06,Ovince Saint Preux,Decision - Unanimous,80,56,0,136
Dominick Reyes,2021-05-01,Jiri Prochazka,KO/TKO,0,0,25,25
Dominick Reyes,2024-06-08,Dustin Jacoby,KO/TKO,100,14,0,114
Dominick Reyes,2018-05-19,Jared Cannonier,KO/TKO,100,14,0,114
Dominick Reyes,2019-10-18,Chris Weidman,KO/TKO,100,5,25,130
Gregor Gillespie,2016-09-24,Glaico Franca Moreira,Decision - Unanimous,80,0,0,80
Gregor Gillespie,2019-11-02,Kevin Lee,KO/TKO,0,0,0,0
Gregor Gillespie,2018-01-27,Jordan Rinaldi,KO/TKO,100,27,0,127
Gregor Gillespie,2018-06-01,Vinc Pichel,Submission,90,6,0,96
Gregor Gillespie,2017-04-08,Andrew Holbrook,KO/TKO,100,4,0,104
Gregor Gillespie,2021-05-08,Diego Ferreira,KO/TKO,100,14,0,114
Gregor Gillespie,2017-09-16,Jason Gonzalez,Submission,90,0,0,90
Gregor Gillespie,2019-01-19,Yancy Medeiros,KO/TKO,100,50,0,150
Glaico Franca Moreira,2016-09-24,Gregor Gillespie,Decision - Unanimous,0,2,0,2
Glaico Franca Moreira,2016-04-23,James Vick,Decision - Unanimous,0,0,0,0
Glaico Franca Moreira,2015-08-01,Fernando Bruno,Submission,90,3,0,93
Katlyn Cerminara,2022-05-14,Amanda Ribas,Decision - Split,70,8,0,78
Katlyn Cerminara,2022-01-15,Jennifer Maia,Decision - Unanimous,80,20,0,100
Katlyn Cerminara,2016-07-13,Lauren Murphy,Decision - Unanimous,80,7,0,87
Katlyn Cerminara,2020-10-17,Jessica Andrade,KO/TKO,0,0,0,0
Katlyn Cerminara,2018-01-27,Mara Romero Borella,Decision - Unanimous,80,0,0,80
Katlyn Cerminara,2018-07-28,Alexis Davis,Decision - Unanimous,80,0,0,80
Katlyn Cerminara,2020-05-30,Antonina Shevchenko,Decision - Unanimous,80,48,0,128
Katlyn Cerminara,2021-05-15,Viviane Araujo,Decision - Unanimous,80,38,0,118
Katlyn Cerminara,2019-06-08,Joanne Wood,Decision - Unanimous,80,0,0,80
Katlyn Cerminara,2016-11-12,Liz Carmouche,Decision - Split,0,0,0,0
Katlyn Cerminara,2019-11-02,Jennifer Maia,Decision - Unanimous,80,15,0,95
Katlyn Cerminara,2024-03-09,Maycee Barber,Decision - Unanimous,0,0,0,0
Katlyn Cerminara,2022-10-22,Manon Fiorot,Decision - Unanimous,0,0,0,0
Katlyn Cerminara,2017-04-08,Irene Aldana,Decision - Split,70,21,0,91
Katlyn Cerminara,2020-11-21,Cynthia Calvillo,Decision - Unanimous,80,9,0,89
Katlyn Cerminara,2020-02-08,Valentina Shevchenko,KO/TKO,0,0,25,25
Katlyn Cerminara,2018-12-08,Jessica Eye,Decision - Split,0,0,0,0
Brian Melancon,2013-07-06,Seth Baczynski,KO/TKO,100,11,0,111
Brian Melancon,2013-08-28,Kelvin Gastelum,Submission,0,0,0,0
Seth Baczynski,2013-07-06,Brian Melancon,KO/TKO,0,0,0,0
Seth Baczynski,2015-04-11,Leon Edwards,KO/TKO,0,0,0,0
Seth Baczynski,2012-12-14,Mike Pierce,Decision - Unanimous,0,18,0,18
Seth Baczynski,2011-09-17,Clay Harvison,Submission,90,29,0,119
Seth Baczynski,2012-09-22,Simeon Thoresen,KO/TKO,100,0,0,100
Seth Baczynski,2013-11-06,Neil Magny,Decision - Unanimous,80,0,0,80
Seth Baczynski,2014-08-16,Alan Jouban,KO/TKO,0,0,0,0
Seth Baczynski,2011-11-19,Matt Brown,Submission,90,0,0,90
Seth Baczynski,2010-06-19,Brad Tavares,Decision - Unanimous,0,4,0,4
Seth Baczynski,2012-06-08,Lance Benoist,Decision - Split,70,0,0,70
Seth Baczynski,2014-04-19,Thiago Alves,Decision - Unanimous,0,0,0,0
Cole Miller,2014-01-15,Sam Sicilia,Submission,90,24,0,114
Cole Miller,2011-01-22,Matt Wiman,Decision - Unanimous,0,0,0,0
Cole Miller,2012-08-04,Nam Phan,Decision - Split,0,14,0,14
Cole Miller,2008-01-23,Jeremy Stephens,KO/TKO,0,0,0,0
Cole Miller,2007-09-19,Leonard Garcia,Decision - Unanimous,80,5,0,85
Cole Miller,2008-07-05,Jorge Gurgel,Submission,90,0,0,90
Cole Miller,2009-09-19,Efrain Escudero,KO/TKO,0,0,0,0
Cole Miller,2016-06-04,Alex Caceres,Decision - Unanimous,0,0,0,0
Cole Miller,2012-03-02,Steven Siler,Decision - Unanimous,0,0,0,0
Cole Miller,2015-02-14,Max Holloway,Decision - Unanimous,0,0,0,0
Cole Miller,2013-04-13,Bart Palaszewski,Submission,90,0,0,90
Cole Miller,2016-12-17,Mizuto Hirota,Decision - Unanimous,0,0,0,0
Cole Miller,2011-08-14,TJ O'Brien,Submission,90,4,0,94
Cole Miller,2010-01-02,Dan Lauzon,Submission,90,5,0,95
Cole Miller,2007-06-23,Andy Wang,KO/TKO,100,8,0,108
Cole Miller,2009-04-01,Junie Browning,Submission,90,2,0,92
Cole Miller,2010-09-15,Ross Pearson,Submission,90,0,0,90
Cole Miller,2013-08-17,Manvel Gamburyan,Decision - Unanimous,0,9,0,9
Cole Miller,2013-10-26,Andy Ogle,Decision - Unanimous,80,0,0,80
Sam Sicilia,2014-01-15,Cole Miller,Submission,0,0,0,0
Sam Sicilia,2012-06-01,Cristiano Marcello,KO/TKO,100,0,0,100
Sam Sicilia,2015-01-24,Akira Corassani,KO/TKO,100,0,0,100
Sam Sicilia,2012-10-13,Rony Jason,KO/TKO,0,0,0,0
Sam Sicilia,2015-11-28,Dooho Choi,KO/TKO,0,0,0,0
Sam Sicilia,2014-05-24,Aaron Phillips,Decision - Unanimous,80,19,0,99
Sam Sicilia,2014-09-20,Katsunori Kikuno,Submission,0,4,0,4
Sam Sicilia,2015-07-15,Yaotzin Meza,Decision - Unanimous,80,0,0,80
Sam Sicilia,2016-09-17,Gabriel Benitez,Submission,0,0,0,0
Sam Sicilia,2017-02-19,Gavin Tucker,Decision - Unanimous,0,0,0,0
Sam Sicilia,2013-11-09,Godofredo Pepey,KO/TKO,100,8,0,108
